X,Y,fid,Postcode,OBJECTID,SCHOOL_NAM,SHORT,ID
326215,674460,230,EH1 3AZ,1,Abbeyhill Primary School,Abbeyhill,230
326173,674036,234,EH1 3DE,1,Abbeyhill Primary School,Abbeyhill,234
326198,674182,11080,EH7 5AA,1,Abbeyhill Primary School,Abbeyhill,11035
326397,674376,11081,EH7 5AB,1,Abbeyhill Primary School,Abbeyhill,11036
326633,674360,11084,EH7 5AH,1,Abbeyhill Primary School,Abbeyhill,11039
326899,674379,11087,EH7 5AN,1,Abbeyhill Primary School,Abbeyhill,11042
326954,674477,11088,EH7 5AP,1,Abbeyhill Primary School,Abbeyhill,11043
326518,674367,11089,EH7 5AQ,1,Abbeyhill Primary School,Abbeyhill,11044
326984,674535,11090,EH7 5AR,1,Abbeyhill Primary School,Abbeyhill,11045
327015,674532,11091,EH7 5AS,1,Abbeyhill Primary School,Abbeyhill,11046
326992,674468,11092,EH7 5AT,1,Abbeyhill Primary School,Abbeyhill,11047
327021,674534,11093,EH7 5AU,1,Abbeyhill Primary School,Abbeyhill,11048
326932,674427,11094,EH7 5AW,1,Abbeyhill Primary School,Abbeyhill,11049
327047,674520,11095,EH7 5AX,1,Abbeyhill Primary School,Abbeyhill,11050
327029,674461,11096,EH7 5AY,1,Abbeyhill Primary School,Abbeyhill,11051
327050,674526,11097,EH7 5AZ,1,Abbeyhill Primary School,Abbeyhill,11052
327080,674514,11098,EH7 5BA,1,Abbeyhill Primary School,Abbeyhill,11053
327111,674502,11101,EH7 5BG,1,Abbeyhill Primary School,Abbeyhill,11056
326398,674038,11103,EH7 5BL,1,Abbeyhill Primary School,Abbeyhill,11058
326593,674132,11104,EH7 5BN,1,Abbeyhill Primary School,Abbeyhill,11059
327090,674448,11106,EH7 5BQ,1,Abbeyhill Primary School,Abbeyhill,11061
326711,674214,11107,EH7 5BS,1,Abbeyhill Primary School,Abbeyhill,11062
326547,674093,11109,EH7 5BW,1,Abbeyhill Primary School,Abbeyhill,11064
326716,674274,11110,EH7 5BY,1,Abbeyhill Primary School,Abbeyhill,11065
326702,674285,11111,EH7 5BZ,1,Abbeyhill Primary School,Abbeyhill,11066
326763,674325,11112,EH7 5DA,1,Abbeyhill Primary School,Abbeyhill,11067
326739,674306,11113,EH7 5DB,1,Abbeyhill Primary School,Abbeyhill,11068
326792,674352,11114,EH7 5DD,1,Abbeyhill Primary School,Abbeyhill,11069
326997,674421,11115,EH7 5DJ,1,Abbeyhill Primary School,Abbeyhill,11070
326961,674358,11116,EH7 5DL,1,Abbeyhill Primary School,Abbeyhill,11071
327008,674354,11117,EH7 5DN,1,Abbeyhill Primary School,Abbeyhill,11072
327048,674403,11118,EH7 5DP,1,Abbeyhill Primary School,Abbeyhill,11073
326984,674436,11119,EH7 5DR,1,Abbeyhill Primary School,Abbeyhill,11074
327034,674367,11120,EH7 5DW,1,Abbeyhill Primary School,Abbeyhill,11075
326382,674459,11121,EH7 5DX,1,Abbeyhill Primary School,Abbeyhill,11076
327249,674714,11135,EH7 5EU,1,Abbeyhill Primary School,Abbeyhill,11090
327245,674717,11139,EH7 5FA,1,Abbeyhill Primary School,Abbeyhill,11094
327686,674502,11148,EH7 5FP,1,Abbeyhill Primary School,Abbeyhill,11103
327280,674319,11149,EH7 5FQ,1,Abbeyhill Primary School,Abbeyhill,11104
327284,674322,11150,EH7 5FR,1,Abbeyhill Primary School,Abbeyhill,11105
327283,674321,11151,EH7 5FS,1,Abbeyhill Primary School,Abbeyhill,11106
326195,674467,11181,EH7 5JH,1,Abbeyhill Primary School,Abbeyhill,11136
326945,674527,11251,EH7 5RG,1,Abbeyhill Primary School,Abbeyhill,11206
326960,674635,11252,EH7 5RH,1,Abbeyhill Primary School,Abbeyhill,11207
326954,674570,11257,EH7 5RQ,1,Abbeyhill Primary School,Abbeyhill,11212
327156,674667,11259,EH7 5RS,1,Abbeyhill Primary School,Abbeyhill,11214
327161,674590,11260,EH7 5RX,1,Abbeyhill Primary School,Abbeyhill,11215
327173,674503,11261,EH7 5RY,1,Abbeyhill Primary School,Abbeyhill,11216
327144,674507,11262,EH7 5RZ,1,Abbeyhill Primary School,Abbeyhill,11217
327141,674503,11263,EH7 5SA,1,Abbeyhill Primary School,Abbeyhill,11218
327114,674509,11264,EH7 5SB,1,Abbeyhill Primary School,Abbeyhill,11219
327095,674604,11265,EH7 5SD,1,Abbeyhill Primary School,Abbeyhill,11220
327046,674614,11266,EH7 5SE,1,Abbeyhill Primary School,Abbeyhill,11221
326994,674620,11267,EH7 5SF,1,Abbeyhill Primary School,Abbeyhill,11222
326991,674591,11268,EH7 5SG,1,Abbeyhill Primary School,Abbeyhill,11223
327067,674372,11269,EH7 5SJ,1,Abbeyhill Primary School,Abbeyhill,11224
327152,674407,11270,EH7 5SN,1,Abbeyhill Primary School,Abbeyhill,11225
327149,674446,11271,EH7 5SP,1,Abbeyhill Primary School,Abbeyhill,11226
327172,674497,11272,EH7 5SR,1,Abbeyhill Primary School,Abbeyhill,11227
327219,674527,11273,EH7 5SS,1,Abbeyhill Primary School,Abbeyhill,11228
327191,674470,11274,EH7 5ST,1,Abbeyhill Primary School,Abbeyhill,11229
327231,674433,11275,EH7 5SU,1,Abbeyhill Primary School,Abbeyhill,11230
327116,674445,11276,EH7 5SW,1,Abbeyhill Primary School,Abbeyhill,11231
327303,674347,11277,EH7 5SY,1,Abbeyhill Primary School,Abbeyhill,11232
327348,674292,11278,EH7 5TA,1,Abbeyhill Primary School,Abbeyhill,11233
327416,674276,11279,EH7 5TD,1,Abbeyhill Primary School,Abbeyhill,11234
327373,674341,11280,EH7 5TE,1,Abbeyhill Primary School,Abbeyhill,11235
327458,674589,11281,EH7 5TF,1,Abbeyhill Primary School,Abbeyhill,11236
327456,674317,11282,EH7 5TG,1,Abbeyhill Primary School,Abbeyhill,11237
327480,674452,11283,EH7 5TH,1,Abbeyhill Primary School,Abbeyhill,11238
327545,674265,11284,EH7 5TJ,1,Abbeyhill Primary School,Abbeyhill,11239
327548,674293,11285,EH7 5TL,1,Abbeyhill Primary School,Abbeyhill,11240
327465,674519,11286,EH7 5TN,1,Abbeyhill Primary School,Abbeyhill,11241
327594,674328,11287,EH7 5TP,1,Abbeyhill Primary School,Abbeyhill,11242
327456,674305,11288,EH7 5TQ,1,Abbeyhill Primary School,Abbeyhill,11243
327506,674361,11289,EH7 5TR,1,Abbeyhill Primary School,Abbeyhill,11244
327309,674526,11290,EH7 5TS,1,Abbeyhill Primary School,Abbeyhill,11245
327439,674378,11291,EH7 5TT,1,Abbeyhill Primary School,Abbeyhill,11246
327521,674271,11292,EH7 5TW,1,Abbeyhill Primary School,Abbeyhill,11247
327489,674396,11293,EH7 5TX,1,Abbeyhill Primary School,Abbeyhill,11248
327521,674430,11294,EH7 5TY,1,Abbeyhill Primary School,Abbeyhill,11249
327532,674387,11295,EH7 5TZ,1,Abbeyhill Primary School,Abbeyhill,11250
327559,674380,11296,EH7 5UA,1,Abbeyhill Primary School,Abbeyhill,11251
327589,674407,11297,EH7 5UB,1,Abbeyhill Primary School,Abbeyhill,11252
327568,674436,11298,EH7 5UD,1,Abbeyhill Primary School,Abbeyhill,11253
327525,674475,11299,EH7 5UE,1,Abbeyhill Primary School,Abbeyhill,11254
327555,674456,11300,EH7 5UF,1,Abbeyhill Primary School,Abbeyhill,11255
327518,674533,11301,EH7 5UG,1,Abbeyhill Primary School,Abbeyhill,11256
327598,674562,11302,EH7 5UH,1,Abbeyhill Primary School,Abbeyhill,11257
327637,674490,11303,EH7 5UJ,1,Abbeyhill Primary School,Abbeyhill,11258
327589,674478,11304,EH7 5UL,1,Abbeyhill Primary School,Abbeyhill,11259
327615,674487,11305,EH7 5UN,1,Abbeyhill Primary School,Abbeyhill,11260
327551,674511,11306,EH7 5UQ,1,Abbeyhill Primary School,Abbeyhill,11261
327013,674310,11307,EH7 5XG,1,Abbeyhill Primary School,Abbeyhill,11262
326979,674341,11308,EH7 5XH,1,Abbeyhill Primary School,Abbeyhill,11263
327149,674354,11309,EH7 5XN,1,Abbeyhill Primary School,Abbeyhill,11264
327097,674397,11310,EH7 5XW,1,Abbeyhill Primary School,Abbeyhill,11265
327640,674272,11316,EH7 6AA,1,Abbeyhill Primary School,Abbeyhill,11271
327607,674391,11319,EH7 6AF,1,Abbeyhill Primary School,Abbeyhill,11274
327640,674450,11320,EH7 6AG,1,Abbeyhill Primary School,Abbeyhill,11275
327680,674474,11324,EH7 6AQ,1,Abbeyhill Primary School,Abbeyhill,11279
327711,674486,11393,EH7 6FJ,1,Abbeyhill Primary School,Abbeyhill,11348
326897,673919,11861,EH8 8DX,1,Abbeyhill Primary School,Abbeyhill,11816
326919,674184,11865,EH8 8EB,1,Abbeyhill Primary School,Abbeyhill,11820
326911,674086,11866,EH8 8ED,1,Abbeyhill Primary School,Abbeyhill,11821
327035,674236,11867,EH8 8EE,1,Abbeyhill Primary School,Abbeyhill,11822
327087,674275,11868,EH8 8EF,1,Abbeyhill Primary School,Abbeyhill,11823
326903,674132,11869,EH8 8EG,1,Abbeyhill Primary School,Abbeyhill,11824
326960,674261,11870,EH8 8EH,1,Abbeyhill Primary School,Abbeyhill,11825
326930,674317,11871,EH8 8EJ,1,Abbeyhill Primary School,Abbeyhill,11826
327232,674096,11872,EH8 8EP,1,Abbeyhill Primary School,Abbeyhill,11827
327205,674075,11874,EH8 8ER,1,Abbeyhill Primary School,Abbeyhill,11829
327168,674045,11875,EH8 8ES,1,Abbeyhill Primary School,Abbeyhill,11830
327186,674094,11876,EH8 8ET,1,Abbeyhill Primary School,Abbeyhill,11831
327213,674138,11877,EH8 8EU,1,Abbeyhill Primary School,Abbeyhill,11832
327251,674142,11878,EH8 8EW,1,Abbeyhill Primary School,Abbeyhill,11833
327233,674178,11879,EH8 8EX,1,Abbeyhill Primary School,Abbeyhill,11834
327231,674202,11880,EH8 8EY,1,Abbeyhill Primary School,Abbeyhill,11835
327194,674169,11881,EH8 8EZ,1,Abbeyhill Primary School,Abbeyhill,11836
327162,674108,11897,EH8 8HA,1,Abbeyhill Primary School,Abbeyhill,11852
327129,674052,11898,EH8 8HB,1,Abbeyhill Primary School,Abbeyhill,11853
327098,674058,11899,EH8 8HD,1,Abbeyhill Primary School,Abbeyhill,11854
327126,674111,11900,EH8 8HE,1,Abbeyhill Primary School,Abbeyhill,11855
327167,674181,11901,EH8 8HF,1,Abbeyhill Primary School,Abbeyhill,11856
327175,674025,11902,EH8 8HG,1,Abbeyhill Primary School,Abbeyhill,11857
327259,674371,11903,EH8 8HH,1,Abbeyhill Primary School,Abbeyhill,11858
327110,674207,11904,EH8 8HJ,1,Abbeyhill Primary School,Abbeyhill,11859
327217,674293,11905,EH8 8HL,1,Abbeyhill Primary School,Abbeyhill,11860
327503,674197,11906,EH8 8HN,1,Abbeyhill Primary School,Abbeyhill,11861
327068,674134,11907,EH8 8HQ,1,Abbeyhill Primary School,Abbeyhill,11862
327329,674214,11908,EH8 8HR,1,Abbeyhill Primary School,Abbeyhill,11863
326991,674158,11909,EH8 8HS,1,Abbeyhill Primary School,Abbeyhill,11864
327283,674111,11910,EH8 8HT,1,Abbeyhill Primary School,Abbeyhill,11865
327470,674179,11911,EH8 8HU,1,Abbeyhill Primary School,Abbeyhill,11866
327358,674155,11912,EH8 8HX,1,Abbeyhill Primary School,Abbeyhill,11867
327644,674176,11913,EH8 8HY,1,Abbeyhill Primary School,Abbeyhill,11868
327574,674179,11914,EH8 8HZ,1,Abbeyhill Primary School,Abbeyhill,11869
327575,674150,11915,EH8 8JA,1,Abbeyhill Primary School,Abbeyhill,11870
327680,674142,11916,EH8 8JB,1,Abbeyhill Primary School,Abbeyhill,11871
327769,674141,11917,EH8 8JD,1,Abbeyhill Primary School,Abbeyhill,11872
327836,674156,11918,EH8 8JE,1,Abbeyhill Primary School,Abbeyhill,11873
327211,674372,11920,EH8 8JH,1,Abbeyhill Primary School,Abbeyhill,11875
322490,672126,1411,EH112BF,2,Balgreen Primary School,Balgreen,1411
322790,672494,1537,EH112QA,2,Balgreen Primary School,Balgreen,1537
322580,672527,1538,EH112QB,2,Balgreen Primary School,Balgreen,1538
322370,672410,1539,EH112QH,2,Balgreen Primary School,Balgreen,1539
322674,672169,1540,EH112QL,2,Balgreen Primary School,Balgreen,1540
322595,672318,1541,EH112QP,2,Balgreen Primary School,Balgreen,1541
322776,672354,1542,EH112QQ,2,Balgreen Primary School,Balgreen,1542
322593,672258,1543,EH112QR,2,Balgreen Primary School,Balgreen,1543
322630,672281,1544,EH112QS,2,Balgreen Primary School,Balgreen,1544
322663,672245,1545,EH112QT,2,Balgreen Primary School,Balgreen,1545
322694,672217,1546,EH112QU,2,Balgreen Primary School,Balgreen,1546
322553,672355,1547,EH112QW,2,Balgreen Primary School,Balgreen,1547
322770,672201,1548,EH112QX,2,Balgreen Primary School,Balgreen,1548
322706,672269,1549,EH112QY,2,Balgreen Primary School,Balgreen,1549
322775,672237,1550,EH112QZ,2,Balgreen Primary School,Balgreen,1550
322777,672253,1551,EH112RA,2,Balgreen Primary School,Balgreen,1551
322778,672283,1552,EH112RB,2,Balgreen Primary School,Balgreen,1552
322424,671948,1553,EH112RF,2,Balgreen Primary School,Balgreen,1553
322616,672155,1554,EH112RG,2,Balgreen Primary School,Balgreen,1554
322543,672161,1555,EH112RH,2,Balgreen Primary School,Balgreen,1555
322471,672213,1556,EH112RJ,2,Balgreen Primary School,Balgreen,1556
322496,672268,1557,EH112RL,2,Balgreen Primary School,Balgreen,1557
322462,672073,1558,EH112RN,2,Balgreen Primary School,Balgreen,1558
322560,672132,1559,EH112RP,2,Balgreen Primary School,Balgreen,1559
322602,672195,1560,EH112RQ,2,Balgreen Primary School,Balgreen,1560
322401,671931,1561,EH112RS,2,Balgreen Primary School,Balgreen,1561
322333,671884,1562,EH112RT,2,Balgreen Primary School,Balgreen,1562
322329,671971,1563,EH112RX,2,Balgreen Primary School,Balgreen,1563
322334,671935,1564,EH112RY,2,Balgreen Primary School,Balgreen,1564
322273,671950,1565,EH112RZ,2,Balgreen Primary School,Balgreen,1565
322258,672022,1566,EH112SA,2,Balgreen Primary School,Balgreen,1566
322316,672067,1567,EH112SB,2,Balgreen Primary School,Balgreen,1567
322298,672102,1568,EH112SD,2,Balgreen Primary School,Balgreen,1568
322359,672127,1569,EH112SE,2,Balgreen Primary School,Balgreen,1569
322288,672152,1570,EH112SF,2,Balgreen Primary School,Balgreen,1570
322388,672197,1571,EH112SG,2,Balgreen Primary School,Balgreen,1571
322340,672212,1572,EH112SH,2,Balgreen Primary School,Balgreen,1572
322474,672294,1573,EH112SJ,2,Balgreen Primary School,Balgreen,1573
322412,672285,1574,EH112SL,2,Balgreen Primary School,Balgreen,1574
322335,672276,1575,EH112SN,2,Balgreen Primary School,Balgreen,1575
322232,672094,1576,EH112SP,2,Balgreen Primary School,Balgreen,1576
322630,672123,1577,EH112SQ,2,Balgreen Primary School,Balgreen,1577
322255,672191,1578,EH112SW,2,Balgreen Primary School,Balgreen,1578
322459,672019,1579,EH112SX,2,Balgreen Primary School,Balgreen,1579
322453,671971,1580,EH112SY,2,Balgreen Primary School,Balgreen,1580
322417,672412,1589,EH112TN,2,Balgreen Primary School,Balgreen,1589
322393,672436,1593,EH112TT,2,Balgreen Primary School,Balgreen,1593
322364,672433,1594,EH112TU,2,Balgreen Primary School,Balgreen,1594
322317,672398,1596,EH112TY,2,Balgreen Primary School,Balgreen,1596
322344,672370,1597,EH112TZ,2,Balgreen Primary School,Balgreen,1597
322237,671786,1598,EH113AA,2,Balgreen Primary School,Balgreen,1598
322102,671722,1599,EH113AB,2,Balgreen Primary School,Balgreen,1599
322054,671681,1600,EH113AD,2,Balgreen Primary School,Balgreen,1600
322028,671738,1602,EH113AF,2,Balgreen Primary School,Balgreen,1602
321911,671617,1605,EH113AJ,2,Balgreen Primary School,Balgreen,1605
321957,671728,1607,EH113AN,2,Balgreen Primary School,Balgreen,1607
321992,671674,1608,EH113AQ,2,Balgreen Primary School,Balgreen,1608
321772,671537,1609,EH113AR,2,Balgreen Primary School,Balgreen,1609
322114,672290,1610,EH113AT,2,Balgreen Primary School,Balgreen,1610
322025,672311,1611,EH113AU,2,Balgreen Primary School,Balgreen,1611
322008,672265,1612,EH113AX,2,Balgreen Primary School,Balgreen,1612
321952,672264,1613,EH113AY,2,Balgreen Primary School,Balgreen,1613
321910,672197,1614,EH113AZ,2,Balgreen Primary School,Balgreen,1614
321883,672193,1615,EH113BA,2,Balgreen Primary School,Balgreen,1615
321868,672234,1616,EH113BB,2,Balgreen Primary School,Balgreen,1616
321802,672185,1617,EH113BD,2,Balgreen Primary School,Balgreen,1617
321738,672167,1618,EH113BE,2,Balgreen Primary School,Balgreen,1618
321756,672123,1619,EH113BG,2,Balgreen Primary School,Balgreen,1619
321740,672083,1620,EH113BH,2,Balgreen Primary School,Balgreen,1620
321660,672113,1621,EH113BJ,2,Balgreen Primary School,Balgreen,1621
321695,672114,1622,EH113BL,2,Balgreen Primary School,Balgreen,1622
321895,672321,1623,EH113BP,2,Balgreen Primary School,Balgreen,1623
321617,671945,1624,EH113BQ,2,Balgreen Primary School,Balgreen,1624
321736,672265,1625,EH113BR,2,Balgreen Primary School,Balgreen,1625
321752,672196,1626,EH113BS,2,Balgreen Primary School,Balgreen,1626
321604,672208,1627,EH113BT,2,Balgreen Primary School,Balgreen,1627
321475,672162,1628,EH113BU,2,Balgreen Primary School,Balgreen,1628
321510,672051,1629,EH113BX,2,Balgreen Primary School,Balgreen,1629
321480,672027,1630,EH113BY,2,Balgreen Primary School,Balgreen,1630
321340,672096,1631,EH113BZ,2,Balgreen Primary School,Balgreen,1631
321560,671959,1642,EH113DP,2,Balgreen Primary School,Balgreen,1642
321588,671991,1644,EH113DR,2,Balgreen Primary School,Balgreen,1644
321567,672080,1645,EH113DS,2,Balgreen Primary School,Balgreen,1645
321620,672089,1646,EH113DT,2,Balgreen Primary School,Balgreen,1646
321662,672031,1647,EH113DU,2,Balgreen Primary School,Balgreen,1647
321586,671916,1648,EH113DW,2,Balgreen Primary School,Balgreen,1648
322005,671742,1650,EH113DZ,2,Balgreen Primary School,Balgreen,1650
322022,671807,1686,EH113HP,2,Balgreen Primary School,Balgreen,1686
321833,671827,1688,EH113HR,2,Balgreen Primary School,Balgreen,1688
321776,671789,1690,EH113HT,2,Balgreen Primary School,Balgreen,1690
322188,672710,2200,EH125RP,2,Balgreen Primary School,Balgreen,2200
322137,672604,2202,EH125RR,2,Balgreen Primary School,Balgreen,2202
322011,672575,2203,EH125RS,2,Balgreen Primary School,Balgreen,2203
321991,672661,2204,EH125RT,2,Balgreen Primary School,Balgreen,2204
322043,672662,2205,EH125RU,2,Balgreen Primary School,Balgreen,2205
322148,672566,2207,EH125RX,2,Balgreen Primary School,Balgreen,2207
322235,672609,2208,EH125RY,2,Balgreen Primary School,Balgreen,2208
322190,672539,2209,EH125RZ,2,Balgreen Primary School,Balgreen,2209
322034,672470,2210,EH125SA,2,Balgreen Primary School,Balgreen,2210
322013,672508,2211,EH125SB,2,Balgreen Primary School,Balgreen,2211
321932,673103,2212,EH125SG,2,Balgreen Primary School,Balgreen,2212
321857,673058,2213,EH125SH,2,Balgreen Primary School,Balgreen,2213
321886,673017,2214,EH125SJ,2,Balgreen Primary School,Balgreen,2214
321779,673001,2215,EH125SL,2,Balgreen Primary School,Balgreen,2215
321753,672913,2216,EH125SN,2,Balgreen Primary School,Balgreen,2216
321688,672985,2217,EH125SP,2,Balgreen Primary School,Balgreen,2217
321935,673062,2218,EH125SQ,2,Balgreen Primary School,Balgreen,2218
321699,672955,2219,EH125SR,2,Balgreen Primary School,Balgreen,2219
321631,672930,2220,EH125SS,2,Balgreen Primary School,Balgreen,2220
321528,672902,2221,EH125ST,2,Balgreen Primary School,Balgreen,2221
321404,672828,2222,EH125SU,2,Balgreen Primary School,Balgreen,2222
321723,672933,2223,EH125SW,2,Balgreen Primary School,Balgreen,2223
321407,672787,2224,EH125SX,2,Balgreen Primary School,Balgreen,2224
321509,672863,2225,EH125SY,2,Balgreen Primary School,Balgreen,2225
321676,672944,2226,EH125SZ,2,Balgreen Primary School,Balgreen,2226
321674,672886,2227,EH125TA,2,Balgreen Primary School,Balgreen,2227
321765,672810,2228,EH125TB,2,Balgreen Primary School,Balgreen,2228
321763,672765,2229,EH125TD,2,Balgreen Primary School,Balgreen,2229
321801,672899,2230,EH125TE,2,Balgreen Primary School,Balgreen,2230
321841,672875,2231,EH125TF,2,Balgreen Primary School,Balgreen,2231
321844,672726,2232,EH125TG,2,Balgreen Primary School,Balgreen,2232
321884,672702,2233,EH125TH,2,Balgreen Primary School,Balgreen,2233
321849,672641,2234,EH125TJ,2,Balgreen Primary School,Balgreen,2234
321896,672825,2235,EH125TL,2,Balgreen Primary School,Balgreen,2235
321914,672985,2236,EH125TN,2,Balgreen Primary School,Balgreen,2236
321818,672702,2238,EH125TQ,2,Balgreen Primary School,Balgreen,2238
321949,672608,2240,EH125TS,2,Balgreen Primary School,Balgreen,2240
321907,672605,2241,EH125TT,2,Balgreen Primary School,Balgreen,2241
321763,673053,2242,EH125TU,2,Balgreen Primary School,Balgreen,2242
321629,672842,2244,EH125TY,2,Balgreen Primary School,Balgreen,2244
321579,672843,2245,EH125TZ,2,Balgreen Primary School,Balgreen,2245
321728,672733,2246,EH125UA,2,Balgreen Primary School,Balgreen,2246
321711,672690,2247,EH125UB,2,Balgreen Primary School,Balgreen,2247
321591,672738,2248,EH125UD,2,Balgreen Primary School,Balgreen,2248
321538,672798,2249,EH125UE,2,Balgreen Primary School,Balgreen,2249
321487,672795,2250,EH125UF,2,Balgreen Primary School,Balgreen,2250
321498,672734,2251,EH125UG,2,Balgreen Primary School,Balgreen,2251
321712,672636,2252,EH125UH,2,Balgreen Primary School,Balgreen,2252
321672,672620,2253,EH125UJ,2,Balgreen Primary School,Balgreen,2253
321625,672675,2254,EH125UL,2,Balgreen Primary School,Balgreen,2254
321524,672680,2255,EH125UN,2,Balgreen Primary School,Balgreen,2255
321574,672637,2256,EH125UP,2,Balgreen Primary School,Balgreen,2256
321653,672698,2257,EH125UQ,2,Balgreen Primary School,Balgreen,2257
321553,672615,2258,EH125UR,2,Balgreen Primary School,Balgreen,2258
321659,672586,2259,EH125UT,2,Balgreen Primary School,Balgreen,2259
321637,672565,2260,EH125UU,2,Balgreen Primary School,Balgreen,2260
321600,672654,2261,EH125UW,2,Balgreen Primary School,Balgreen,2261
321607,672539,2262,EH125UX,2,Balgreen Primary School,Balgreen,2262
321639,672524,2263,EH125UY,2,Balgreen Primary School,Balgreen,2263
321613,672400,2264,EH125UZ,2,Balgreen Primary School,Balgreen,2264
321688,672506,2267,EH125XA,2,Balgreen Primary School,Balgreen,2267
321700,672574,2268,EH125XB,2,Balgreen Primary School,Balgreen,2268
321777,672539,2269,EH125XD,2,Balgreen Primary School,Balgreen,2269
321859,672583,2270,EH125XE,2,Balgreen Primary School,Balgreen,2270
321839,672545,2271,EH125XF,2,Balgreen Primary School,Balgreen,2271
321818,672452,2272,EH125XG,2,Balgreen Primary School,Balgreen,2272
321883,672451,2274,EH125XQ,2,Balgreen Primary School,Balgreen,2274
321404,672877,2277,EH125YR,2,Balgreen Primary School,Balgreen,2277
321343,672896,2278,EH125YS,2,Balgreen Primary School,Balgreen,2278
321605,673014,2279,EH125YT,2,Balgreen Primary School,Balgreen,2279
322793,671799,3333,EH130YU,2,Balgreen Primary School,Balgreen,3333
322101,671460,3517,EH141AB,2,Balgreen Primary School,Balgreen,3517
322229,671483,3518,EH141AD,2,Balgreen Primary School,Balgreen,3518
322286,671459,3537,EH141BF,2,Balgreen Primary School,Balgreen,3537
322600,671324,3615,EH141JL,2,Balgreen Primary School,Balgreen,3615
322786,671984,3650,EH141NE,2,Balgreen Primary School,Balgreen,3650
322724,671994,3651,EH141NF,2,Balgreen Primary School,Balgreen,3651
322658,671374,3652,EH141NJ,2,Balgreen Primary School,Balgreen,3652
322826,671748,3654,EH141NP,2,Balgreen Primary School,Balgreen,3654
322703,671927,3655,EH141NQ,2,Balgreen Primary School,Balgreen,3655
322719,671775,3656,EH141NR,2,Balgreen Primary School,Balgreen,3656
322650,671846,3657,EH141NS,2,Balgreen Primary School,Balgreen,3657
322571,671809,3658,EH141NT,2,Balgreen Primary School,Balgreen,3658
322710,671735,3659,EH141NU,2,Balgreen Primary School,Balgreen,3659
322787,671677,3661,EH141NX,2,Balgreen Primary School,Balgreen,3661
322767,671645,3662,EH141NY,2,Balgreen Primary School,Balgreen,3662
322895,671594,3663,EH141NZ,2,Balgreen Primary School,Balgreen,3663
322832,671518,3664,EH141PA,2,Balgreen Primary School,Balgreen,3664
322800,671589,3665,EH141PB,2,Balgreen Primary School,Balgreen,3665
322755,671570,3666,EH141PD,2,Balgreen Primary School,Balgreen,3666
322682,671687,3667,EH141PE,2,Balgreen Primary School,Balgreen,3667
322609,671753,3668,EH141PF,2,Balgreen Primary School,Balgreen,3668
322505,671738,3669,EH141PG,2,Balgreen Primary School,Balgreen,3669
322624,671692,3670,EH141PH,2,Balgreen Primary School,Balgreen,3670
322664,671662,3671,EH141PJ,2,Balgreen Primary School,Balgreen,3671
322704,671630,3672,EH141PL,2,Balgreen Primary School,Balgreen,3672
322782,671472,3673,EH141PN,2,Balgreen Primary School,Balgreen,3673
322719,671584,3674,EH141PP,2,Balgreen Primary School,Balgreen,3674
322553,671701,3675,EH141PQ,2,Balgreen Primary School,Balgreen,3675
322684,671603,3676,EH141PR,2,Balgreen Primary School,Balgreen,3676
322633,671642,3677,EH141PS,2,Balgreen Primary School,Balgreen,3677
322650,671529,3678,EH141PT,2,Balgreen Primary School,Balgreen,3678
322624,671396,3679,EH141PU,2,Balgreen Primary School,Balgreen,3679
322671,671445,3680,EH141PW,2,Balgreen Primary School,Balgreen,3680
322571,671388,3681,EH141PX,2,Balgreen Primary School,Balgreen,3681
322460,671229,3682,EH141PY,2,Balgreen Primary School,Balgreen,3682
322373,671150,3683,EH141PZ,2,Balgreen Primary School,Balgreen,3683
322509,671217,3684,EH141QA,2,Balgreen Primary School,Balgreen,3684
322326,671146,3685,EH141QB,2,Balgreen Primary School,Balgreen,3685
322243,671250,3686,EH141QD,2,Balgreen Primary School,Balgreen,3686
322314,671231,3687,EH141QE,2,Balgreen Primary School,Balgreen,3687
322376,671273,3688,EH141QF,2,Balgreen Primary School,Balgreen,3688
322363,671193,3689,EH141QG,2,Balgreen Primary School,Balgreen,3689
322487,671318,3690,EH141QH,2,Balgreen Primary School,Balgreen,3690
322468,671367,3691,EH141QJ,2,Balgreen Primary School,Balgreen,3691
322497,671397,3692,EH141QL,2,Balgreen Primary School,Balgreen,3692
322564,671416,3693,EH141QN,2,Balgreen Primary School,Balgreen,3693
322449,671507,3694,EH141QP,2,Balgreen Primary School,Balgreen,3694
322424,671292,3695,EH141QQ,2,Balgreen Primary School,Balgreen,3695
322428,671409,3696,EH141QR,2,Balgreen Primary School,Balgreen,3696
322405,671365,3697,EH141QS,2,Balgreen Primary School,Balgreen,3697
322368,671389,3698,EH141QT,2,Balgreen Primary School,Balgreen,3698
322395,671427,3699,EH141QU,2,Balgreen Primary School,Balgreen,3699
322490,671461,3700,EH141QW,2,Balgreen Primary School,Balgreen,3700
322371,671330,3701,EH141QX,2,Balgreen Primary School,Balgreen,3701
322317,671316,3702,EH141QY,2,Balgreen Primary School,Balgreen,3702
322232,671297,3703,EH141QZ,2,Balgreen Primary School,Balgreen,3703
322307,671431,3704,EH141RA,2,Balgreen Primary School,Balgreen,3704
322307,671381,3705,EH141RB,2,Balgreen Primary School,Balgreen,3705
322423,671529,3706,EH141RD,2,Balgreen Primary School,Balgreen,3706
